dataset,method,seed,round,n,norm_missing,fpr,accuracy,floor_n,floor_fp,nonfloor_n,nonfloor_fp,rho_samples_norm,rho_samples_reject,rho_entropy_norm,rho_samples_entropy,rho_samples_norm_nonfloor,rho_samples_reject_nonfloor,accepted_mass_fraction,quartile_gap
har,fed_mdbscan_g,42,24,90,0,0.1,0.44316253817441464,74,1,16,8,0.4948805275129585,0.6182076296714833,0.05181950432914928,-0.03868609618250127,-0.0029411764705882353,0.027116307227332024,0.6104503801910703,0.36363636363636365
har,fed_mdbscan_g,42,25,90,0,0.1,0.41737360027146253,73,1,17,8,0.5482373062802968,0.5855541575399521,0.0703918928558829,-0.062239171389591806,-0.11771921280689852,-0.07221304540303206,0.6436679673643135,0.36363636363636365
har,fed_mdbscan_g,42,26,90,0,0.07777777777777778,0.43909060061079064,74,0,16,7,0.5070756794062352,0.6074271559236697,0.09545464021829755,-0.09829663478661294,-0.21192058717389364,-0.15042932847228796,0.6893952987618877,0.3181818181818182
har,fed_mdbscan_g,42,27,90,0,0.1,0.4149983033593485,73,1,17,8,0.512813112740497,0.5980793801611275,0.055492509927343454,-0.06808839901511668,-0.13733908160804828,0.07221304540303206,0.6152512998266898,0.34782608695652173
har,fed_mdbscan_g,42,28,90,0,0.08888888888888889,0.4312860536138446,71,0,19,8,0.5325557691622314,0.5939975523801806,0.14182868120441838,0.008433609977528596,-0.19218957532484962,-0.03894203079336564,0.6649161443333897,0.36363636363636365
har,fed_mdbscan_g,42,29,90,0,0.1111111111111111,0.4129623345775365,72,1,18,9,0.502249673227072,0.6087765016298805,0.10423325408575615,0.013256146324811499,-0.21063503065124534,-0.05356869554443542,0.6137647663071392,0.42857142857142855
har,fedavg,137,0,90,0,0.0,0.18052256532066507,75,0,15,0,-0.30489898148690137,,-0.5733780157693449,0.13169811152094732,0.035714285714285705,,1.0,0.0
har,fedavg,137,1,90,0,0.0,0.18052256532066507,71,0,19,0,-0.27110389381902106,,-0.5123267918330456,0.12501475664948175,-0.0017543859649122807,,1.0,0.0
har,fedavg,137,2,90,0,0.0,0.18052256532066507,70,0,20,0,-0.07850392406317026,,-0.38408130095391374,0.15334778650113592,-0.048120300751879695,,1.0,0.0
har,fedavg,137,3,90,0,0.0,0.18052256532066507,73,0,17,0,0.21872649453274534,,-0.306471545028029,0.142233807874896,-0.09558823529411767,,1.0,0.0
har,fedavg,137,4,90,0,0.0,0.18052256532066507,71,0,19,0,0.33947112964912096,,-0.10764352716694092,0.17879326152089098,-0.11228070175438597,,1.0,0.0
har,fedavg,137,5,90,0,0.0,0.18052256532066507,70,0,20,0,0.31264696789365454,,-0.03646295063029537,0.17642428163894058,-0.13383458646616542,,1.0,0.0
har,fedavg,137,6,90,0,0.0,0.18052256532066507,70,0,20,0,0.29948002731591244,,-0.19289472896819596,0.12280145415653147,-0.12180451127819547,,1.0,0.0
har,fedavg,137,7,90,0,0.0,0.18120122158126908,72,0,18,0,0.2558181981420783,,-0.15035308971165529,0.09660771740093821,-0.283797729618163,,1.0,0.0
har,fedavg,137,8,90,0,0.0,0.18120122158126908,71,0,19,0,0.29789240573219894,,-0.11446138022453765,0.15353819128777,-0.16315789473684209,,1.0,0.0
har,fedavg,137,9,90,0,0.0,0.20257889379029523,72,0,18,0,0.24407066262793098,,-0.16188588398229994,0.09660771740093821,-0.1991744066047472,,1.0,0.0
har,fedavg,137,10,90,0,0.0,0.18527315914489312,74,0,16,0,0.2847156314322831,,-0.13383820184010103,0.18585007748829835,-0.3411764705882353,,1.0,0.0
har,fedavg,137,11,90,0,0.0,0.24872751951136748,72,0,18,0,0.31736020214447686,,0.008533509927726534,0.11541758105314524,-0.1001031991744066,,1.0,0.0
har,fedavg,137,12,90,0,0.0,0.19138106549032916,71,0,19,0,0.00942558752500703,,-0.3630529620544127,0.14318270680725523,0.08070175438596491,,1.0,0.0
har,fedavg,137,13,90,0,0.0,0.32473702069901594,70,0,20,0,0.34654844633995446,,0.0744718657557134,0.190977938024765,-0.14436090225563908,,1.0,0.0
har,fedavg,137,14,90,0,0.0,0.20563284696301323,73,0,17,0,-0.1591121647835329,,-0.33919196401713975,0.1910819251517279,0.09803921568627452,,1.0,0.0
har,fedavg,137,15,90,0,0.0,0.327451645741432,72,0,18,0,0.301088039110337,,0.13688598235870056,0.11996042726748006,-0.20123839009287925,,1.0,0.0
har,fedavg,137,16,90,0,0.0,0.2317611129962674,71,0,19,0,-0.06692513247560072,,-0.2973734341986934,0.17504222685922316,0.1087719298245614,,1.0,0.0
har,fedavg,137,17,90,0,0.0,0.327451645741432,72,0,18,0,0.2840971201420317,,-0.009022509544080603,0.10553148510133696,-0.07946336429308565,,1.0,0.0
har,fedavg,137,18,90,0,0.0,0.24872751951136748,74,0,16,0,-0.08509850340831299,,-0.23224618861482124,0.0656053588522346,0.2911764705882353,,1.0,0.0
har,fedavg,137,19,90,0,0.0,0.33220223956566,74,0,16,0,0.2725745822522582,,0.1583803209661128,0.17533228074820617,-0.06764705882352941,,1.0,0.0
har,fedavg,137,20,90,0,0.0,0.2667119104173736,73,0,17,0,0.1394416055132711,,-0.36711825450994406,0.11073071270573293,0.02450980392156863,,1.0,0.0
har,fedavg,137,21,90,0,0.0,0.333220223956566,73,0,17,0,0.2604300086719032,,-0.01591948184561209,0.13007033482281952,-0.286764705882353,,1.0,0.0
har,fedavg,137,22,90,0,0.0,0.34373939599592807,72,0,18,0,0.015034960196641883,,-0.3229074562060145,0.17643595608810939,0.03199174406604747,,1.0,0.0
har,fedavg,137,23,90,0,0.0,0.35188327112317613,74,0,16,0,0.2950657832256309,,0.02560553339789513,0.13727332208852344,-0.4088235294117647,,1.0,0.0
har,fedavg,137,24,90,0,0.0,0.336952833389888,73,0,17,0,0.423049607737082,,-0.11463280912074664,0.09467865734874799,-0.17156862745098042,,1.0,0.0
har,fedavg,137,25,90,0,0.0,0.3752969121140142,72,0,18,0,0.3980258271493438,,0.0684754100720235,0.17077883796284324,-0.15376676986584106,,1.0,0.0
har,fedavg,137,26,90,0,0.0,0.3847980997624703,72,0,18,0,0.07777881838403845,,-0.3433465873350026,0.16889974056716367,-0.11248710010319916,,1.0,0.0
har,fedavg,137,27,90,0,0.0,0.3607058025110282,73,0,17,0,0.2784372485921061,,-0.02175292617449571,0.10056003046102654,-0.49754901960784315,,1.0,0.0
har,fedavg,137,28,90,0,0.0,0.4160162877502545,72,0,18,0,-0.02864419140911945,,-0.32412964671488886,0.1077998937771795,-0.07120743034055728,,1.0,0.0
har,fedavg,137,29,90,0,0.0,0.34543603664743805,72,0,18,0,0.31231712772115183,,0.07839011673018545,0.19756594844831035,-0.18059855521155832,,1.0,0.0
har,fedavg,2024,0,90,0,0.0,0.36138445877163217,68,0,22,0,-0.03722050923798113,,-0.4867941850245425,-0.10504461503677524,0.2749858836815359,,1.0,0.0
har,fedavg,2024,1,90,0,0.0,0.22870715982354936,67,0,23,0,-0.07338297018689258,,-0.5580004200991542,-0.16497313907440014,0.2766798418972332,,1.0,0.0
har,fedavg,2024,2,90,0,0.0,0.19104173736002714,66,0,24,0,-0.07488451768378496,,-0.6080657261740823,-0.11943507156464823,0.42173913043478256,,1.0,0.0
har,fedavg,2024,3,90,0,0.0,0.1866304716661011,67,0,23,0,0.01554004944540225,,-0.36711279951864717,-0.08641535382225014,0.33992094861660077,,1.0,0.0
har,fedavg,2024,4,90,0,0.0,0.19477434679334918,68,0,22,0,0.19200761818338008,,-0.14985621751226244,-0.14360375587647542,0.08074534161490683,,1.0,0.0
har,fedavg,2024,5,90,0,0.0,0.2548354258568035,66,0,24,0,0.23590738452247734,,-0.19425107349195536,-0.1025019729250917,0.1591304347826087,,1.0,0.0
har,fedavg,2024,6,90,0,0.0,0.32473702069901594,68,0,22,0,0.30651798839325106,,-0.23104212276383088,-0.14395245670867107,0.05590062111801244,,1.0,0.0
har,fedavg,2024,7,90,0,0.0,0.4533423820834747,69,0,21,0,0.31784406467715304,,-0.08431271237747887,-0.12261713512054402,0.04935064935064935,,1.0,0.0
har,fedavg,2024,8,90,0,0.0,0.4496097726501527,66,0,24,0,0.3548235755279568,,-0.37785192980359833,-0.10560711600952966,0.0634782608695652,,1.0,0.0
har,fedavg,2024,9,90,0,0.0,0.34781133355955207,66,0,24,0,0.3886591083062659,,-0.09140147230178812,-0.12355187343263135,-0.04608695652173912,,1.0,0.0
har,fedavg,2024,10,90,0,0.0,0.47166610111978285,70,0,20,0,0.34372049518494113,,-0.06664276012504049,-0.15265690430688508,0.13684210526315788,,1.0,0.0
har,fedavg,2024,11,90,0,0.0,0.46114692908042076,68,0,22,0,0.2640036530613049,,0.002961396922349464,-0.1272526725945996,-0.044607566346696784,,1.0,0.0
har,fedavg,2024,12,90,0,0.0,0.46012894468951476,68,0,22,0,0.3094214064159206,,-0.4269530658914787,-0.1220744480675897,-0.047995482778091486,,1.0,0.0
har,fedavg,2024,13,90,0,0.0,0.3688496776382762,67,0,23,0,0.3619102462063652,,0.007966983508228909,-0.11625248552636114,0.11758893280632411,,1.0,0.0
har,fedavg,2024,14,90,0,0.0,0.4669155072955548,67,0,23,0,0.3488080621542638,,0.011344950748207457,-0.10377033881287592,-0.02766798418972332,,1.0,0.0
har,fedavg,2024,15,90,0,0.0,0.504920257889379,67,0,23,0,0.399391084191475,,-0.1799262021821439,-0.12709894108720482,-0.005928853754940711,,1.0,0.0
har,fedavg,2024,16,90,0,0.0,0.42551747539871054,69,0,21,0,0.33170344739323865,,-0.26542535635812364,-0.10283173393666248,0.024675324675324677,,1.0,0.0
har,fedavg,2024,17,90,0,0.0,0.6481167288768239,70,0,20,0,0.3346710514888984,,0.0006462623412322678,-0.12644051198949297,0.05864661654135337,,1.0,0.0
har,fedavg,2024,18,90,0,0.0,0.4207668815744825,67,0,23,0,0.2859605366846757,,-0.6178495972030275,-0.11654842519027102,0.06126482213438736,,1.0,0.0
har,fedavg,2024,19,90,0,0.0,0.5870376654224635,68,0,22,0,0.26879538430924443,,0.18757591262611603,-0.10351411713208072,0.009599096555618296,,1.0,0.0
har,fedavg,2024,20,90,0,0.0,0.3461146929080421,66,0,24,0,0.24624102488646857,,-0.5919405225166127,-0.14022257440698105,-0.041739130434782605,,1.0,0.0
har,fedavg,2024,21,90,0,0.0,0.4781133355955209,69,0,21,0,0.22262744015173777,,0.22134872108095732,-0.09832929932610257,-0.14285714285714285,,1.0,0.0
har,fedavg,2024,22,90,0,0.0,0.3505259586019681,66,0,24,0,0.11592292567998348,,-0.6701596508749874,-0.14056933250802572,0.0626086956521739,,1.0,0.0
har,fedavg,2024,23,90,0,0.0,0.42382083474720056,67,0,23,0,0.2786576799998978,,0.26536871471481954,-0.11707048017741924,0.015810276679841896,,1.0,0.0
har,fedavg,2024,24,90,0,0.0,0.34238208347472004,67,0,23,0,-0.017602032509339522,,-0.4866146821921219,-0.09350712414817088,0.25691699604743085,,1.0,0.0
har,fedavg,2024,25,90,0,0.0,0.3450967085171361,67,0,23,0,0.2859605366846757,,0.2887300047206821,-0.11485195445442418,-0.0009881422924901185,,1.0,0.0
har,fedavg,2024,26,90,0,0.0,0.34238208347472004,67,0,23,0,-0.02569961183334318,,-0.5521634250638823,-0.1231407065583848,0.09881422924901187,,1.0,0.0
har,fedavg,2024,27,90,0,0.0,0.34781133355955207,65,0,25,0,0.2272145030495672,,0.3238160166399215,-0.1371524086207519,-0.03615384615384615,,1.0,0.0
har,fedavg,2024,28,90,0,0.0,0.3630810994231422,67,0,23,0,0.01987880547577026,,-0.5735460251532002,-0.10960511645478961,0.20355731225296442,,1.0,0.0
har,fedavg,2024,29,90,0,0.0,0.47336274177129284,68,0,22,0,0.20785635114923012,,0.23716463848943567,-0.10705450083656093,-0.05251270468661773,,1.0,0.0
har,fedavg,42,0,90,0,0.0,0.1825585341024771,76,0,14,0,0.1111212081127386,,-0.41922990408123273,-0.05806261639856116,0.0792079687225004,,1.0,0.0
har,fedavg,42,1,90,0,0.0,0.18221920597217509,72,0,18,0,0.04539983556466647,,-0.514717877443359,-0.034303236950620694,0.0764068248440792,,1.0,0.0
har,fedavg,42,2,90,0,0.0,0.18221920597217509,73,0,17,0,0.4684695918038098,,-0.4806360324704239,-0.060043024611398405,-0.09196813500538946,,1.0,0.0
har,fedavg,42,3,90,0,0.0,0.18730912792670512,73,0,17,0,0.43728810535009704,,-0.29282971334707597,-0.05503113051751504,-0.12017169640704224,,1.0,0.0
har,fedavg,42,4,90,0,0.0,0.21852731591448932,73,0,17,0,0.47852191484300455,,-0.16854246148652133,-0.001322497554059761,-0.06008584820352112,,1.0,0.0
har,fedavg,42,5,90,0,0.0,0.2911435357991177,73,0,17,0,0.5098073807930528,,-0.2651828237702026,-0.04384168178053532,0.12254901960784316,,1.0,0.0
har,fedavg,42,6,90,0,0.0,0.33729216152019004,72,0,18,0,0.5656421246513922,,-0.17654905909432497,-0.03636977597827086,-0.1486835510479379,,1.0,0.0
har,fedavg,42,7,90,0,0.0,0.37190363081099426,73,0,17,0,0.5625684958409711,,-0.17018104509459858,-0.055787516223048325,-0.07234826620423972,,1.0,0.0
har,fedavg,42,8,90,0,0.0,0.4177129284017645,74,0,16,0,0.5220404127081516,,-0.12762754187984388,0.027172155380391867,0.0411764705882353,,1.0,0.0
har,fedavg,42,9,90,0,0.0,0.41126569392602647,73,0,17,0,0.5411138975079178,,-0.13652835250056825,-0.018270817911165485,0.003678725400215579,,1.0,0.0
har,fedavg,42,10,90,0,0.0,0.4163556158805565,72,0,18,0,0.5486628453758448,,-0.15431856159059726,-0.010547111280601247,0.02891069048154348,,1.0,0.0
har,fedavg,42,11,90,0,0.0,0.43400067865626063,73,0,17,0,0.6038451892652233,,-0.11887129460422464,0.00013078393636884917,0.26470588235294124,,1.0,0.0
har,fedavg,42,12,90,0,0.0,0.4034611469290804,74,0,16,0,0.5781757825181345,,-0.16095214381347944,-0.07362015638030417,-0.0029411764705882353,,1.0,0.0
