dataset,method,seed,round,n,norm_missing,fpr,accuracy,floor_n,floor_fp,nonfloor_n,nonfloor_fp,rho_samples_norm,rho_samples_reject,rho_entropy_norm,rho_samples_entropy,rho_samples_norm_nonfloor,rho_samples_reject_nonfloor,accepted_mass_fraction,quartile_gap
cifar10,fed_mdbscan_g,137,29,90,0,0.3888888888888889,0.1653,57,7,33,28,0.6841302307352596,0.6942658613543811,-0.5710148150107908,-0.657004808362987,-0.02038770053475936,0.008875895031209079,0.2347802681804835,0.7391304347826086
cifar10,fed_mdbscan_g,2024,0,90,0,0.0,0.1191,58,0,32,0,0.2662657981277733,,-0.8816630433883804,-0.23086995817740524,0.1660557184750733,,1.0,0.0
cifar10,fed_mdbscan_g,2024,1,90,0,0.0,0.131,55,0,35,0,0.4258549845038728,,-0.8652879513658496,-0.24234725882044628,0.007002801120448179,,1.0,0.0
cifar10,fed_mdbscan_g,2024,2,90,0,0.0,0.1109,58,0,32,0,0.5568661145253608,,-0.7454293798437138,-0.19152413992940387,0.003665689149560117,,1.0,0.0
cifar10,fed_mdbscan_g,2024,3,90,0,0.0,0.1445,56,0,34,0,0.4836713572083116,,-0.6945438096381096,-0.1809771999853583,0.0744079449961803,,1.0,0.0
cifar10,fed_mdbscan_g,2024,4,90,0,0.0,0.1105,57,0,33,0,0.43190217909996836,,-0.6974852129556708,-0.1484980926601007,0.10327540106951873,,1.0,0.0
cifar10,fed_mdbscan_g,2024,5,90,0,0.0,0.1025,55,0,35,0,0.3597809850160439,,-0.6436305538741897,-0.2168222700745518,0.09495798319327732,,1.0,0.0
cifar10,fed_mdbscan_g,2024,6,90,0,0.0,0.1638,57,0,33,0,0.3627696208530703,,-0.3339520200545487,-0.1982150078907098,-0.08255347593582889,,1.0,0.0
cifar10,fed_mdbscan_g,2024,7,90,0,0.0,0.1207,57,0,33,0,0.2679434622431124,,-0.6413109769461307,-0.21560977550941138,0.05213903743315509,,1.0,0.0
cifar10,fed_mdbscan_g,2024,8,90,0,0.0,0.1852,57,0,33,0,0.49752759901837745,,-0.41464269064009623,-0.2336221321185788,0.0554812834224599,,1.0,0.0
cifar10,fed_mdbscan_g,2024,9,90,0,0.0,0.1126,56,0,34,0,0.27090546464466636,,-0.6905204225124986,-0.16252176519159114,0.05699006875477463,,1.0,0.0
cifar10,fed_mdbscan_g,2024,10,90,0,0.0,0.1541,55,0,35,0,0.43603030546867455,,-0.3951881268310259,-0.23635872175029388,0.043697478991596636,,1.0,0.0
cifar10,fed_mdbscan_g,2024,11,90,0,0.0,0.1336,58,0,32,0,0.21470251086144326,,-0.66462430590305,-0.20457730606257654,-0.00036656891495601173,,1.0,0.0
cifar10,fed_mdbscan_g,2024,12,90,0,0.0,0.1632,57,0,33,0,0.37515896820914524,,-0.21570748377080656,-0.23125192071159928,0.19385026737967917,,1.0,0.0
cifar10,fed_mdbscan_g,2024,13,90,0,0.0,0.1441,60,0,30,0,0.23680868221540996,,-0.6559433914673999,-0.16303307806851047,-0.03759733036707453,,1.0,0.0
cifar10,fed_mdbscan_g,2024,14,90,0,0.0,0.1754,58,0,32,0,0.4439173998840849,,-0.13411191313601256,-0.17642508427337242,0.05388563049853372,,1.0,0.0
cifar10,fed_mdbscan_g,2024,15,90,0,0.0,0.1989,59,0,31,0,0.26952388737970745,,-0.754601431677374,-0.20765622165063802,-0.10040322580645164,,1.0,0.0
cifar10,fed_mdbscan_g,2024,16,90,0,0.0,0.1976,57,0,33,0,0.5311885027581131,,-0.4284092772154174,-0.2043658797554788,0.043114973262032084,,1.0,0.0
cifar10,fed_mdbscan_g,2024,17,90,0,0.0,0.1774,55,0,35,0,0.39564758598589767,,-0.6799929233071983,-0.19980018383607773,-0.07591036414565827,,1.0,0.0
cifar10,fed_mdbscan_g,2024,18,90,0,0.0,0.1936,58,0,32,0,0.3961813468512438,,-0.5618212678773048,-0.18573795411104715,0.2111436950146627,,1.0,0.0
cifar10,fed_mdbscan_g,2024,19,90,0,0.0,0.1941,56,0,34,0,0.47243834596288853,,-0.5239168455514482,-0.22372440869953733,-0.022765469824293352,,1.0,0.0
cifar10,fed_mdbscan_g,2024,20,90,0,0.0,0.1695,56,0,34,0,0.19128240427761323,,-0.6322143413839252,-0.16415005409312874,0.3142857142857143,,1.0,0.0
cifar10,fed_mdbscan_g,2024,21,90,0,0.0,0.1861,56,0,34,0,0.5249755835876135,,-0.3596487436974276,-0.1867187083339382,-0.035294117647058816,,1.0,0.0
cifar10,fed_mdbscan_g,2024,22,90,0,0.0,0.1271,58,0,32,0,0.2508667610724482,,-0.7221367304846452,-0.20700806113145342,0.15615835777126097,,1.0,0.0
cifar10,fed_mdbscan_g,2024,23,90,0,0.0,0.1838,56,0,34,0,0.48308561566313396,,-0.2549981957772513,-0.12957473955892942,0.022459893048128343,,1.0,0.0
cifar10,fed_mdbscan_g,2024,24,90,0,0.0,0.1862,57,0,33,0,0.28193389448828,,-0.6968980234523776,-0.18939809837299554,0.080548128342246,,1.0,0.0
cifar10,fed_mdbscan_g,2024,25,90,0,0.0,0.2001,56,0,34,0,0.4302932970429284,,-0.33690531698602444,-0.1932313688125952,0.07165775401069518,,1.0,0.0
cifar10,fed_mdbscan_g,2024,26,90,0,0.0,0.2334,59,0,31,0,0.48597047864287485,,-0.6184736417974578,-0.16748364212165562,-0.0774193548387097,,1.0,0.0
cifar10,fed_mdbscan_g,2024,27,90,0,0.0,0.1793,58,0,32,0,0.49756876071769107,,-0.5066835848927891,-0.15481353842134507,0.04655425219941349,,1.0,0.0
cifar10,fed_mdbscan_g,2024,28,90,0,0.0,0.2449,57,0,33,0,0.48858820838760947,,-0.6709639780595799,-0.19426531452413703,-0.04712566844919786,,1.0,0.0
cifar10,fed_mdbscan_g,2024,29,90,0,0.0,0.1879,57,0,33,0,0.3850704460940052,,-0.23567002434716486,-0.19113692397491908,0.10093582887700536,,1.0,0.0
cifar10,fed_mdbscan_g,42,0,90,0,0.45555555555555555,0.1,53,7,37,34,0.661175649406599,0.72922340710508,-0.9161268589986238,-0.653188149378605,-0.1375140776525077,-0.12983783530751408,0.18396153648377642,0.7662337662337662
cifar10,fed_mdbscan_g,42,1,90,0,0.43333333333333335,0.1112,52,4,38,35,0.6866386245296604,0.7872747149542368,-0.5564503207543402,-0.6705981877172305,-0.038408929312838264,-0.12904897873419552,0.18553378029912326,0.759090909090909
cifar10,fed_mdbscan_g,42,2,90,0,0.4666666666666667,0.1124,54,9,36,33,0.7073397347707008,0.6966093426756219,-0.5401890333621621,-0.657262884600982,-0.011840411840411841,-0.0919097842855071,0.1691279304051011,0.7391304347826086
cifar10,fed_mdbscan_g,42,3,90,0,0.4111111111111111,0.1411,51,3,39,34,0.708016346972569,0.7769968244322185,-0.5518289506551431,-0.6399151241448598,-0.04990131085898825,0.0,0.19184434829917874,0.8636363636363636
cifar10,fed_mdbscan_g,42,4,90,0,0.43333333333333335,0.1395,50,3,40,36,0.7783126271563335,0.8163862973048479,-0.6246634365968802,-0.7102277770941485,0.08133589764564904,0.1516089399187569,0.06850884672777659,0.9065217391304348
cifar10,fed_mdbscan_g,42,5,90,0,0.4222222222222222,0.1479,52,4,38,34,0.7168462162336793,0.7884144412053592,-0.5789677276187241,-0.6526591429318506,0.035126114841655495,0.07820090248313427,0.14621840586037937,0.8636363636363636
cifar10,fed_mdbscan_g,42,6,90,0,0.4,0.1514,51,3,39,33,0.7379671393924144,0.7422602882739046,-0.5740965889435417,-0.6596157774960122,0.03977934111071477,-0.0884069176969878,0.2714351215038973,0.8295454545454546
cifar10,fed_mdbscan_g,42,7,90,0,0.3888888888888889,0.146,57,6,33,29,0.7143737097603864,0.7328684455376901,-0.473302667006638,-0.639279686935624,-0.0999415061565733,-0.058510622969529295,0.22465878070973613,0.7797619047619048
cifar10,fed_mdbscan_g,42,8,90,0,0.4111111111111111,0.1555,51,4,39,33,0.708717109967503,0.7193347224335382,-0.5853940147951128,-0.6566237318935053,-0.011741484907997236,-0.09472169753248692,0.26979858962000913,0.7786561264822134
cifar10,fed_mdbscan_g,42,9,90,0,0.4,0.1518,52,3,38,33,0.7051186707738236,0.7594087364311065,-0.5869076002627633,-0.6499636335645381,-0.18339990179007667,-0.13844391069671996,0.2490967953830995,0.8273809523809523
cifar10,fed_mdbscan_g,42,10,90,0,0.4111111111111111,0.1543,52,4,38,33,0.713602816942438,0.7570774076959728,-0.601948333503297,-0.6784345089542649,-0.0966241726018125,0.00354984386401846,0.19832342385773208,0.8138528138528138
cifar10,fed_mdbscan_g,42,11,90,0,0.4222222222222222,0.1575,51,4,39,34,0.7039391804565888,0.7563305407107056,-0.6040894148625684,-0.6804376281098706,-0.12318437183648825,0.006815007654142534,0.1875603189922284,0.8138528138528138
cifar10,fed_mdbscan_g,42,12,90,0,0.43333333333333335,0.1586,50,4,40,35,0.7135376428611158,0.7542802549430971,-0.6116669884707078,-0.6706480784798802,-0.06191660028388509,0.0032744453188503168,0.20349801061007958,0.826086956521739
cifar10,fed_mdbscan_g,42,13,90,0,0.4,0.1629,50,3,40,33,0.7070719003271102,0.7140465391637294,-0.5831787358025793,-0.6907044097616237,-0.14784933643545894,-0.11685159196041701,0.30518301769216183,0.7734553775743707
cifar10,fed_mdbscan_g,42,14,90,0,0.3888888888888889,0.1605,52,3,38,32,0.7079222871103205,0.7431286872634063,-0.5895194113516345,-0.6509201611127342,-0.2223559668481121,-0.09214221342815836,0.266274255499576,0.8181818181818182
cifar10,fed_mdbscan_g,42,15,90,0,0.4,0.1621,52,4,38,32,0.7035611061424365,0.7210253134125156,-0.5521234120455281,-0.6448648797885275,-0.12091699968856488,-0.09214221342815836,0.26303966823825625,0.7695652173913043
cifar10,fed_mdbscan_g,42,16,90,0,0.3888888888888889,0.1607,53,3,37,32,0.704543530953051,0.7784011770248712,-0.5598525968073403,-0.6478469990853748,-0.20461146381743817,-0.007404799865973924,0.21552847175983555,0.8095238095238095
cifar10,fed_mdbscan_g,42,17,90,0,0.3888888888888889,0.1617,53,4,37,31,0.7190025672048149,0.7233279415057394,-0.5666606394576404,-0.6604400844335462,-0.14759054023911383,-0.08241344911612294,0.26983444963983316,0.8116883116883117
cifar10,fed_mdbscan_g,42,18,90,0,0.4,0.1657,52,4,38,32,0.7008272134400751,0.7249085460098458,-0.5908949560874461,-0.6605062868469894,-0.08020571178465914,-0.06581226581158205,0.2693017260987136,0.7916666666666666
cifar10,fed_mdbscan_g,42,19,90,0,0.3888888888888889,0.1639,53,4,37,31,0.6915793025333138,0.7125099845287671,-0.5789348854605273,-0.6509469767896432,-0.2310473597799461,-0.1579591108059023,0.2769814294862322,0.7272727272727273
cifar10,fed_mdbscan_g,42,20,90,0,0.4,0.1662,52,4,38,32,0.6976515226880562,0.7249122423257908,-0.6025085302523389,-0.6529374500289729,-0.12015100964528891,-0.06581586673439882,0.2679271849542392,0.7826086956521738
cifar10,fed_mdbscan_g,42,21,90,0,0.3888888888888889,0.1664,53,4,37,31,0.6999668353685743,0.7213610402371989,-0.5768871510680593,-0.6471732253268974,-0.14676071390845216,-0.09614902396881012,0.26580356031370594,0.7738095238095237
cifar10,fed_mdbscan_g,42,22,90,0,0.4111111111111111,0.1684,52,5,38,32,0.6889199986073979,0.6995104993791542,-0.575901615869044,-0.6613475023758892,-0.19828199405943855,-0.09214221342815836,0.2724106136666325,0.7826086956521738
cifar10,fed_mdbscan_g,42,23,90,0,0.4111111111111111,0.1678,50,3,40,34,0.7053537309824096,0.7438898064664562,-0.6505332042024705,-0.6494002504088469,-0.12430226572143596,-0.06672127915477652,0.24814521020950958,0.7880434782608696
cifar10,fed_mdbscan_g,42,24,90,0,0.4,0.1678,51,4,39,32,0.6801314402650616,0.6949641190600927,-0.6013112388668332,-0.6458679856681613,-0.24393947093339083,-0.10686593861497297,0.281677461301858,0.7272727272727273
cifar10,fed_mdbscan_g,42,25,90,0,0.4222222222222222,0.1675,52,4,38,34,0.7123897813342521,0.7729891903622964,-0.5942164272307339,-0.6682558308164568,-0.12156691104059525,-0.046917974369567336,0.18389567480977173,0.826086956521739
cifar10,fed_mdbscan_g,42,26,90,0,0.4111111111111111,0.1684,51,4,39,33,0.6879854462991931,0.7241398976000948,-0.6114519757622598,-0.6447998001742172,-0.21731869049543162,-0.06314779835499128,0.2698328132531649,0.7797619047619048
cifar10,fed_mdbscan_g,42,27,90,0,0.4,0.1688,53,4,37,32,0.7609362960567054,0.7613724401522004,-0.5673743342160815,-0.6773999456574172,-0.060929350403034606,0.029617443887954616,0.1719313682358117,0.8178053830227743
cifar10,fed_mdbscan_g,42,28,90,0,0.37777777777777777,0.1702,54,3,36,31,0.7577477924441592,0.7865470426213582,-0.5699389063951673,-0.6905754414092314,-0.033335478542547085,0.05026100809209239,0.1609446156363339,0.8656126482213439
cifar10,fed_mdbscan_g,42,29,90,0,0.4111111111111111,0.1682,52,4,38,33,0.699777140302655,0.7377271864130085,-0.5833912505258253,-0.6503656391122362,-0.10986485763558294,-0.13844391069671996,0.24816185079379946,0.7916666666666666
cifar10,fedavg,137,0,90,0,0.0,0.1,55,0,35,0,0.531405691765455,,-0.8910750408991718,-0.6550616546649408,-0.22998809496837094,,1.0,0.0
cifar10,fedavg,137,1,90,0,0.0,0.1046,57,0,33,0,0.6860210084271446,,-0.6473743180605769,-0.6807482569956884,-0.05114063692961778,,1.0,0.0
cifar10,fedavg,137,2,90,0,0.0,0.1145,55,0,35,0,0.6945771093917935,,-0.7148759674179418,-0.6706968420570041,-0.04440086851703629,,1.0,0.0
cifar10,fedavg,137,3,90,0,0.0,0.1467,56,0,34,0,0.7021756553202314,,-0.6587422732421657,-0.6401885111643234,-0.015127206095030904,,1.0,0.0
cifar10,fedavg,137,4,90,0,0.0,0.1186,57,0,33,0,0.6926922322702602,,-0.6317251730831271,-0.6405557677736026,-0.03860616709392715,,1.0,0.0
cifar10,fedavg,137,5,90,0,0.0,0.142,56,0,34,0,0.7325682483341326,,-0.6521418696928591,-0.6658729711921747,-0.02276720917332934,,1.0,0.0
cifar10,fedavg,137,6,90,0,0.0,0.1369,54,0,36,0,0.7294685567015584,,-0.7557613022171003,-0.6517019830367641,-0.04131540004694059,,1.0,0.0
cifar10,fedavg,137,7,90,0,0.0,0.154,58,0,32,0,0.6695011846743186,,-0.6700370130321618,-0.6583136700768613,-0.3112455333391004,,1.0,0.0
cifar10,fedavg,137,8,90,0,0.0,0.1525,55,0,35,0,0.6933309538624047,,-0.6364425097180413,-0.6462961984534215,-0.06653126985991242,,1.0,0.0
cifar10,fedavg,137,9,90,0,0.0,0.154,54,0,36,0,0.7016411547208324,,-0.6975230865004565,-0.663232138899019,-0.06435006435006435,,1.0,0.0
cifar10,fedavg,137,10,90,0,0.0,0.1509,55,0,35,0,0.6903982720526406,,-0.607876574279745,-0.6409570900508134,0.016527768091515085,,1.0,0.0
cifar10,fedavg,137,11,90,0,0.0,0.1551,58,0,32,0,0.6969618329265551,,-0.6632479672641571,-0.6569177186919374,0.06085601711930585,,1.0,0.0
cifar10,fedavg,137,12,90,0,0.0,0.1517,56,0,34,0,0.7225350081163014,,-0.5936266529079458,-0.6796353007346853,-0.0371304149605304,,1.0,0.0
cifar10,fedavg,137,13,90,0,0.0,0.1559,56,0,34,0,0.7825643945043422,,-0.659488659323789,-0.6996242395931738,-0.015891206402860746,,1.0,0.0
cifar10,fedavg,137,14,90,0,0.0,0.1508,57,0,33,0,0.7087412907728416,,-0.5845997932950022,-0.6654525076095451,0.05063925813619015,,1.0,0.0
cifar10,fedavg,137,15,90,0,0.0,0.1572,56,0,34,0,0.7266690714585458,,-0.6586459113620401,-0.6444181447270896,-0.009625668449197862,,1.0,0.0
cifar10,fedavg,137,16,90,0,0.0,0.168,55,0,35,0,0.6843455166241815,,-0.6814232986472333,-0.69814983033737,-0.016807899754083137,,1.0,0.0
cifar10,fedavg,137,17,90,0,0.0,0.1574,55,0,35,0,0.7200061778636787,,-0.6711433147462464,-0.6749486320279678,0.07409482474924983,,1.0,0.0
cifar10,fedavg,137,18,90,0,0.0,0.1711,53,0,37,0,0.6879068734151249,,-0.6529627556154072,-0.6428667670252705,-0.06923122530091767,,1.0,0.0
cifar10,fedavg,137,19,90,0,0.0,0.1578,55,0,35,0,0.6956920906549305,,-0.6733641734832286,-0.6406158161562032,-0.06821205983532073,,1.0,0.0
cifar10,fedavg,137,20,90,0,0.0,0.169,56,0,34,0,0.6693514270296289,,-0.6324062951209684,-0.6510790810402242,-0.15935828877005345,,1.0,0.0
cifar10,fedavg,137,21,90,0,0.0,0.1592,53,0,37,0,0.7247326638942503,,-0.6641351297391682,-0.6492229994358656,-0.008890996399946617,,1.0,0.0
cifar10,fedavg,137,22,90,0,0.0,0.1583,57,0,33,0,0.7876428081973492,,-0.5657787361877085,-0.7066591206889422,0.14055318842421097,,1.0,0.0
cifar10,fedavg,137,23,90,0,0.0,0.1588,53,0,37,0,0.7165296752357831,,-0.6827542377535335,-0.6515610282173991,-0.02359077711452503,,1.0,0.0
cifar10,fedavg,137,24,90,0,0.0,0.1707,55,0,35,0,0.7037368161558906,,-0.6244971039209744,-0.6722363641546765,-0.08515406162464986,,1.0,0.0
cifar10,fedavg,137,25,90,0,0.0,0.1589,54,0,36,0,0.7375377140403413,,-0.6637558589284814,-0.6920594730743168,-0.09923418515947413,,1.0,0.0
cifar10,fedavg,137,26,90,0,0.0,0.1655,55,0,35,0,0.7177481065660647,,-0.59561398707098,-0.6758392389776187,0.12830030145616794,,1.0,0.0
cifar10,fedavg,137,27,90,0,0.0,0.1587,56,0,34,0,0.7049532189963542,,-0.6987045158710732,-0.6701578511936496,-0.10191764106450113,,1.0,0.0
cifar10,fedavg,137,28,90,0,0.0,0.1841,55,0,35,0,0.6801104617423495,,-0.6417091698756029,-0.6732268709535101,-0.046221724323728626,,1.0,0.0
cifar10,fedavg,137,29,90,0,0.0,0.1616,57,0,33,0,0.7113677343842304,,-0.6291929948392262,-0.657004808362987,-0.02573529411764706,,1.0,0.0
cifar10,fedavg,2024,0,90,0,0.0,0.1191,58,0,32,0,0.2662657981277733,,-0.8816630433883804,-0.23086995817740524,0.1660557184750733,,1.0,0.0
cifar10,fedavg,2024,1,90,0,0.0,0.131,55,0,35,0,0.4258549845038728,,-0.8652879513658496,-0.24234725882044628,0.007002801120448179,,1.0,0.0
cifar10,fedavg,2024,2,90,0,0.0,0.1109,58,0,32,0,0.5568661145253608,,-0.7456291663140272,-0.19152413992940387,0.003665689149560117,,1.0,0.0
cifar10,fedavg,2024,3,90,0,0.0,0.1445,56,0,34,0,0.4836713572083116,,-0.6945438096381096,-0.1809771999853583,0.0744079449961803,,1.0,0.0
cifar10,fedavg,2024,4,90,0,0.0,0.1105,57,0,33,0,0.43190217909996836,,-0.6974852129556708,-0.1484980926601007,0.10327540106951873,,1.0,0.0
cifar10,fedavg,2024,5,90,0,0.0,0.1025,55,0,35,0,0.3597809850160439,,-0.6436305538741897,-0.2168222700745518,0.09495798319327732,,1.0,0.0
cifar10,fedavg,2024,6,90,0,0.0,0.164,57,0,33,0,0.3627696208530703,,-0.3339520200545487,-0.1982150078907098,-0.08255347593582889,,1.0,0.0
cifar10,fedavg,2024,7,90,0,0.0,0.1207,57,0,33,0,0.2679434622431124,,-0.6413109769461307,-0.21560977550941138,0.05213903743315509,,1.0,0.0
cifar10,fedavg,2024,8,90,0,0.0,0.1853,57,0,33,0,0.4983853230661056,,-0.41464269064009623,-0.2336221321185788,0.0554812834224599,,1.0,0.0
cifar10,fedavg,2024,9,90,0,0.0,0.1125,56,0,34,0,0.27090546464466636,,-0.6903467023126163,-0.16252176519159114,0.05699006875477463,,1.0,0.0
cifar10,fedavg,2024,10,90,0,0.0,0.1542,55,0,35,0,0.43677986870733404,,-0.3947657423133092,-0.23635872175029388,0.043697478991596636,,1.0,0.0
cifar10,fedavg,2024,11,90,0,0.0,0.1335,58,0,32,0,0.2135570391876224,,-0.6639031743296331,-0.20457730606257654,-0.00036656891495601173,,1.0,0.0
cifar10,fedavg,2024,12,90,0,0.0,0.1632,57,0,33,0,0.3763216608071768,,-0.2157772637898185,-0.23125192071159928,0.19385026737967917,,1.0,0.0
cifar10,fedavg,2024,13,90,0,0.0,0.144,60,0,30,0,0.23704417605700973,,-0.6559780031546788,-0.16303307806851047,-0.03225806451612903,,1.0,0.0
cifar10,fedavg,2024,14,90,0,0.0,0.1751,58,0,32,0,0.44496580403088715,,-0.13518904748596175,-0.17642508427337242,0.05388563049853372,,1.0,0.0
cifar10,fedavg,2024,15,90,0,0.0,0.199,59,0,31,0,0.26952388737970745,,-0.7531496142598709,-0.20765622165063802,-0.10040322580645164,,1.0,0.0
cifar10,fedavg,2024,16,90,0,0.0,0.1974,57,0,33,0,0.5304451419167487,,-0.42891735896735467,-0.2043658797554788,0.043114973262032084,,1.0,0.0
cifar10,fedavg,2024,17,90,0,0.0,0.1771,55,0,35,0,0.39564758598589767,,-0.6799929233071983,-0.19980018383607773,-0.07591036414565827,,1.0,0.0
cifar10,fedavg,2024,18,90,0,0.0,0.1937,58,0,32,0,0.3972682245447177,,-0.561423273293146,-0.18573795411104715,0.2111436950146627,,1.0,0.0
cifar10,fedavg,2024,19,90,0,0.0,0.1945,56,0,34,0,0.47243834596288853,,-0.5239168455514482,-0.22372440869953733,-0.022765469824293352,,1.0,0.0
cifar10,fedavg,2024,20,90,0,0.0,0.1695,56,0,34,0,0.19128240427761323,,-0.6322143413839252,-0.16415005409312874,0.3142857142857143,,1.0,0.0
cifar10,fedavg,2024,21,90,0,0.0,0.1861,56,0,34,0,0.5272429702141077,,-0.3611341058646641,-0.1867187083339382,-0.03437738731856379,,1.0,0.0
cifar10,fedavg,2024,22,90,0,0.0,0.127,58,0,32,0,0.25531045571302297,,-0.721971006768837,-0.20700806113145342,0.15615835777126097,,1.0,0.0
cifar10,fedavg,2024,23,90,0,0.0,0.1842,56,0,34,0,0.4813850756932634,,-0.2526962976344195,-0.12957473955892942,0.022459893048128343,,1.0,0.0
cifar10,fedavg,2024,24,90,0,0.0,0.1864,57,0,33,0,0.2837637057901003,,-0.6966557625746597,-0.18939809837299554,0.080548128342246,,1.0,0.0
cifar10,fedavg,2024,25,90,0,0.0,0.2006,56,0,34,0,0.4274874060926419,,-0.33751860486736374,-0.1932313688125952,0.07165775401069518,,1.0,0.0
cifar10,fedavg,2024,26,90,0,0.0,0.2341,59,0,31,0,0.48719421868142637,,-0.6185947804992104,-0.16748364212165562,-0.07016129032258064,,1.0,0.0
cifar10,fedavg,2024,27,90,0,0.0,0.1792,58,0,32,0,0.4999541206113329,,-0.5014621200947239,-0.15481353842134507,0.04912023460410556,,1.0,0.0
cifar10,fedavg,2024,28,90,0,0.0,0.2443,57,0,33,0,0.4910851383932185,,-0.6695760680411096,-0.19426531452413703,-0.04378342245989305,,1.0,0.0
cifar10,fedavg,2024,29,90,0,0.0,0.188,57,0,33,0,0.38144894455915246,,-0.22897995777644517,-0.19113692397491908,0.10227272727272728,,1.0,0.0
cifar10,fedavg,42,0,90,0,0.0,0.1,53,0,37,0,0.661175649406599,,-0.9161268589986238,-0.653188149378605,-0.1375140776525077,,1.0,0.0
cifar10,fedavg,42,1,90,0,0.0,0.1427,52,0,38,0,0.7299480834271118,,-0.7217712584903859,-0.6705981877172305,-0.03709580352436516,,1.0,0.0
cifar10,fedavg,42,2,90,0,0.0,0.1014,54,0,36,0,0.7355072674804911,,-0.7487775342343139,-0.657262884600982,-0.028056628056628057,,1.0,0.0
cifar10,fedavg,42,3,90,0,0.0,0.1345,51,0,39,0,0.734436021963396,,-0.7500763993870353,-0.6399151241448598,-0.09180626561684047,,1.0,0.0
cifar10,fedavg,42,4,90,0,0.0,0.1,50,0,40,0,0.7788732929424992,,-0.858263083526005,-0.7102277770941485,0.047094141428045924,,1.0,0.0
cifar10,fedavg,42,5,90,0,0.0,0.1396,52,0,38,0,0.7197414540190812,,-0.6399378802529814,-0.6526591429318506,0.07769327581799192,,1.0,0.0
cifar10,fedavg,42,6,90,0,0.0,0.1068,51,0,39,0,0.7514363502041349,,-0.8620803795441536,-0.6596157774960122,-0.08310137163332527,,1.0,0.0
cifar10,fedavg,42,7,90,0,0.0,0.152,57,0,33,0,0.6502155970291646,,-0.5354601303703302,-0.639279686935624,-0.16144397148369535,,1.0,0.0
cifar10,fedavg,42,8,90,0,0.0,0.1359,51,0,39,0,0.7259449586611425,,-0.8826135679739537,-0.6566237318935053,-0.11397337936555936,,1.0,0.0
cifar10,fedavg,42,9,90,0,0.0,0.2034,52,0,38,0,0.7122193330639707,,-0.6416917190308498,-0.6499636335645381,-0.07495759709200629,,1.0,0.0
cifar10,fedavg,42,10,90,0,0.0,0.1504,52,0,38,0,0.6300165691062947,,-0.8388022417842004,-0.6784345089542649,-0.2138206492230369,,1.0,0.0
cifar10,fedavg,42,11,90,0,0.0,0.142,51,0,39,0,0.7010633219319242,,-0.6183244489715801,-0.6804376281098706,-0.09231236410425414,,1.0,0.0
cifar10,fedavg,42,12,90,0,0.0,0.1529,50,0,40,0,0.6966814972899463,,-0.8080856989843432,-0.6706480784798802,-0.21079788005740877,,1.0,0.0
cifar10,fedavg,42,13,90,0,0.0,0.151,50,0,40,0,0.7306741213253678,,-0.6749735476092132,-0.6907044097616237,-0.09812843014688453,,1.0,0.0
cifar10,fedavg,42,14,90,0,0.0,0.1554,52,0,38,0,0.714317464243898,,-0.8159909969383351,-0.6509201611127342,-0.15210373716480108,,1.0,0.0
cifar10,fedavg,42,15,90,0,0.0,0.1567,52,0,38,0,0.7157192724121463,,-0.6540224096835536,-0.6448648797885275,-0.09082453370272295,,1.0,0.0
cifar10,fedavg,42,16,90,0,0.0,0.1607,53,0,37,0,0.7301398082742974,,-0.8080218720503475,-0.6478469990853748,-0.2660186122864028,,1.0,0.0
cifar10,fedavg,42,17,90,0,0.0,0.1492,53,0,37,0,0.7209771898965044,,-0.6143371509864332,-0.6604400844335462,-0.061525695087630596,,1.0,0.0
cifar10,fedavg,42,18,90,0,0.0,0.1628,52,0,38,0,0.7270216521163443,,-0.8290227455881948,-0.6605062868469894,-0.019367545683335156,,1.0,0.0
cifar10,fedavg,42,19,90,0,0.0,0.1378,53,0,37,0,0.7173324424048345,,-0.6567867851968334,-0.6509469767896432,-0.16157904124169653,,1.0,0.0
cifar10,fedavg,42,20,90,0,0.0,0.1593,52,0,38,0,0.6717776255172495,,-0.6787186495916071,-0.6529374500289729,-0.1322974231886651,,1.0,0.0
cifar10,fedavg,42,21,90,0,0.0,0.1431,53,0,37,0,0.7104304901927608,,-0.6693869362483628,-0.6471732253268974,0.04789283394104578,,1.0,0.0
cifar10,fedavg,42,22,90,0,0.0,0.1562,52,0,38,0,0.6840823861052074,,-0.6797876382884714,-0.6613475023758892,-0.07441046134680916,,1.0,0.0
cifar10,fedavg,42,23,90,0,0.0,0.1461,50,0,40,0,0.7174713463608252,,-0.7498165594713501,-0.6494002504088469,0.006754538212787464,,1.0,0.0
cifar10,fedavg,42,24,90,0,0.0,0.1622,51,0,39,0,0.663531548021428,,-0.6609713834329668,-0.6458679856681613,-0.19393694037691986,,1.0,0.0
cifar10,fedavg,42,25,90,0,0.0,0.162,52,0,38,0,0.7170074788133844,,-0.6674484930587735,-0.6682558308164568,0.016960280118174857,,1.0,0.0
cifar10,fedavg,42,26,90,0,0.0,0.1653,51,0,39,0,0.7234786369516991,,-0.7344265755450539,-0.6447998001742172,-0.1999089025284012,,1.0,0.0
cifar10,fedavg,42,27,90,0,0.0,0.1783,53,0,37,0,0.7684102965636468,,-0.6781257380310356,-0.6773999456574172,-0.0023707918444760548,,1.0,0.0
cifar10,fedavg,42,28,90,0,0.0,0.1668,54,0,36,0,0.736924160602139,,-0.722874404924391,-0.6905754414092314,0.0673144991419001,,1.0,0.0
