reference,dataset,scenario,mode,seed,round,alpha,auc,honest_min,honest_max,honest_median,attacker_min,attacker_max,attacker_median,duplicate_honest,duplicate_attackers,constraint_bound,max_constraint_ratio,strict_violations,tolerance_violations,attackers
1,fashion_mnist,cut_minmax,attacked,2024,29,0.0001,1.0,0.27121932139462024,0.9896962332286978,0.9738873462582505,0.9999999900079859,0.9999999900393073,0.9999999900230576,0,0,1.4320672516505293,0.9999994696327884,0.0,0.0,18
1,fashion_mnist,cut_minmax,attacked,2024,29,0.01,1.0,0.27121932139462024,0.9896962332286978,0.9738873462582505,0.999900089791702,0.9999004028970819,0.9999002430683777,0,0,1.4320672516505293,1.0000898894932646,17.0,17.0,18
2,fashion_mnist,cut_minmax,attacked,42,0,0.0,1.0,0.055848958451566545,0.9871147260515677,0.9670944242016111,0.9999999999999993,0.9999999999999993,0.9999999999999993,0,18,1.4811138773442125,0.999998909316629,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,0,1e-06,1.0,0.055848960696069996,0.9871147260515677,0.9670944242016111,0.9999999999990005,0.9999999999990037,0.9999999999990017,0,0,1.4811138773442125,0.9999989111697409,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,0,0.0001,1.0,0.05584917785047372,0.9871147260515677,0.9670944242016111,0.9999999900109421,0.9999999900381411,0.9999999900209556,0,0,1.4811138773442125,0.9999991081235572,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,0,0.01,1.0,0.05586985872021592,0.9871147260515677,0.9670944242016111,0.9999001209905207,0.9999003908129108,0.9999002177744996,0,0,1.4811138773442125,1.0000307099008932,11.0,7.0,18
2,fashion_mnist,cut_minmax,attacked,42,9,0.0,1.0,0.10014519511590987,0.9849836175778804,0.9603553968455315,0.9999999999999998,0.9999999999999998,0.9999999999999998,0,18,1.4931837501770897,0.9999985815638303,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,9,1e-06,1.0,0.10014519650912165,0.9849836175778804,0.9603553968455315,0.9999999999990006,0.9999999999990037,0.9999999999990024,0,0,1.4931837501770897,0.9999985906813327,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,9,0.0001,1.0,0.10014533029926623,0.9849836175778804,0.9603553968455315,0.9999999900108353,0.9999999900425852,0.9999999900286045,0,0,1.4931837501770897,0.9999995166659595,0.0,0.0,18
2,fashion_mnist,cut_minmax,attacked,42,9,0.01,1.0,0.10015603843360532,0.9849836175778804,0.9603553968455315,0.9999001168397286,0.9999004363016258,0.9999002937727592,0,0,1.4931837501770897,1.0001282502622546,13.0,12.0,18
