ref,round,root,variant,clients,cosine_max_gap,trust_max_gap,weight_max_gap,scaled_norm_max_gap,aggregate_max_gap,aggregate_relative_gap,aggregate_cosine,zero_trust_clients,clients_the_local_rule_removes
ref_01,29,unrelated,fltrust,90,2.4693726421304296e-09,2.4693726421304296e-09,3.457264811934646e-08,0.15881030296046372,0.0028181391803602015,0.11117772787374365,0.993817848496097,41,41
ref_02,0,cohort_mean,fltrust_normalized,90,7.884149451076183e-07,7.884149451076183e-07,2.865386821565563e-08,1.2801557591757273e-09,1.3977527815733914e-09,2.457660189367307e-08,0.9999999999999998,29,29
ref_02,0,cohort_mean,fltrust,90,7.884149451076183e-07,7.884149451076183e-07,2.865386821565563e-08,0.1634618756675198,0.00037285442962674276,0.006746293877162039,0.9999924670364577,29,29
ref_02,0,small,fltrust_normalized,90,7.858003777672096e-07,7.858003777672096e-07,2.865386821565563e-08,3.610969301348632e-10,3.9426784059770625e-10,2.4576601816021987e-08,0.9999999999999999,29,29
ref_02,0,small,fltrust,90,7.858003777672096e-07,7.858003777672096e-07,2.865386821565563e-08,3.610969301348632e-10,3.9426784059770625e-10,2.4576601816021987e-08,0.9999999999999999,29,29
ref_02,0,large,fltrust_normalized,90,7.890002987620548e-07,7.890002987620548e-07,2.8653868219125078e-08,2.9758628894427375e-09,3.2492298851494184e-09,2.4576601822045532e-08,0.9999999999999997,29,29
ref_02,0,large,fltrust,90,7.890002987620548e-07,7.890002987620548e-07,2.8653868219125078e-08,1.1528528956861317,0.0816740907448136,0.5382479452818221,0.9996977170963616,29,29
ref_02,0,unrelated,fltrust_normalized,90,3.2040417662776433e-09,3.2040417662776433e-09,5.711558848098264e-08,1.235156088519318e-09,3.323984134814828e-09,1.2928831258489637e-07,0.9999999999999917,53,53
ref_02,0,unrelated,fltrust,90,3.2040417662776433e-09,3.2040417662776433e-09,5.711558848098264e-08,0.14220478215315102,0.0012024242839744192,0.042384790877786044,0.9997216843989608,53,53
ref_02,9,cohort_mean,fltrust_normalized,90,5.779421157203757e-07,5.779421157203757e-07,2.1024959825227674e-08,1.574841368423563e-09,2.545801961600924e-09,4.508596351005731e-08,0.9999999999999989,24,24
ref_02,9,cohort_mean,fltrust,90,5.779421157203757e-07,5.779421157203757e-07,2.1024959825227674e-08,0.25558122394946103,0.008817080416871938,0.2051593625617845,0.9981557966356482,24,24
ref_02,9,small,fltrust_normalized,90,5.799602466050047e-07,5.799602466050047e-07,2.102495983910546e-08,5.000000136146099e-10,8.082724680530395e-10,4.5085963496749674e-08,0.999999999999999,24,24
ref_02,9,small,fltrust,90,5.799602466050047e-07,5.799602466050047e-07,2.102495983910546e-08,5.000000136146099e-10,8.082724680530395e-10,4.5085963496749674e-08,0.999999999999999,24,24
ref_02,9,large,fltrust_normalized,90,5.773795624941513e-07,5.773795624941513e-07,2.1024959846044355e-08,3.92947696603585e-09,6.352176000479215e-09,4.508596351479911e-08,0.9999999999999988,24,24
ref_02,9,large,fltrust,90,5.773795624941513e-07,5.773795624941513e-07,2.1024959846044355e-08,1.302479668534389,0.08268979244147595,0.679669928029054,0.9980447508528371,24,24
ref_02,9,unrelated,fltrust_normalized,90,3.6485821941836805e-09,2.966928963794857e-09,2.8268113329288358e-08,1.5748414794458654e-09,6.028404275770782e-09,1.0701008342878823e-07,0.9999999999999957,40,40
ref_02,9,unrelated,fltrust,90,3.6485821941836805e-09,2.966928963794857e-09,2.8268113329288358e-08,0.2555812239494609,0.01939731798934198,0.27617326652871116,0.9961210621739163,40,40
ref_02,29,cohort_mean,fltrust_normalized,90,5.063902940305454e-07,1.702247361956566e-07,2.073634475067976e-09,8.817561125695761e-10,1.6137776705227314e-10,2.5036876493746462e-09,1.0,64,64
ref_02,29,cohort_mean,fltrust,90,5.063902940305454e-07,1.702247361956566e-07,2.073634475067976e-09,8.817561125695761e-10,1.6137776705227314e-10,2.5036876493746462e-09,1.0,64,64
ref_02,29,small,fltrust_normalized,90,5.04749927521253e-07,1.7313158429121955e-07,2.073634473116412e-09,3.061624287425957e-10,5.603342095872321e-11,2.5036876513171298e-09,0.9999999999999999,64,64
ref_02,29,small,fltrust,90,5.04749927521253e-07,1.7313158429121955e-07,2.073634473116412e-09,3.061624287425957e-10,5.603342095872321e-11,2.5036876513171298e-09,0.9999999999999999,64,64
ref_02,29,large,fltrust_normalized,90,5.069392720047361e-07,1.6925190693406478e-07,2.0736344748511354e-09,2.3778865543278016e-09,4.351975099736727e-10,2.5036876482439557e-09,1.0000000000000002,64,64
ref_02,29,large,fltrust,90,5.069392720047361e-07,1.6925190693406478e-07,2.0736344748511354e-09,1.010663996477465,0.08011196470786544,0.5513684926122738,0.9999998101243994,64,64
ref_02,29,unrelated,fltrust_normalized,90,5.606887029316332e-09,2.694112552839578e-09,2.9900062800680693e-08,1.2882970246153036e-09,2.6104837839990847e-09,1.3743867205036582e-07,0.9999999999999907,38,38
ref_02,29,unrelated,fltrust,90,5.606887029316332e-09,2.694112552839578e-09,2.9900062800680693e-08,0.14473239264650728,0.0034767797711243945,0.12599173047314952,0.9931452558948087,38,38
ref_03,0,cohort_mean,fltrust_normalized,90,2.125897735849591e-06,2.125897735849591e-06,5.6512282364112876e-08,1.3399583664863712e-09,1.785471333282107e-09,4.505002807331896e-08,0.9999999999999992,30,30
ref_03,0,cohort_mean,fltrust,90,2.125897735849591e-06,2.125897735849591e-06,5.6512282364112876e-08,0.1548754951081932,0.001276269829280266,0.022057345867353095,0.9999831840517002,30,30
